,VAGA,ID,IDADE,MBA,PHD,CLOUD_CERT,SGBD_CERT,HORAS_ESTUDO,QT_FILHOS,CNH,ANOS_EXP,SCORE
2487,2,2487,37.5116570979418,1,1,1,0,5.95892210527767,0,0,13.9299304194987,171.412314055971
2489,2,2489,36.5133220183349,0,1,1,0,8.74983936032052,2,0,13.6603799480048,148.30985076732
2495,2,2495,37.8651972036575,1,1,0,0,9.07694272330173,3,1,14.0253862480419,161.787827998629
2496,2,2496,37.9582819877649,1,0,1,1,7.94210342049441,1,1,14.0505191397509,153.283961188898
2497,2,2497,37.4045292759475,0,1,0,1,7.27979475851262,2,1,13.9010059075602,148.564544346363
2505,2,2505,35.9210718730329,1,1,1,0,6.52353621002135,0,1,13.5004724087733,158.27248141068
2512,2,2512,39.6595533665141,0,1,0,1,7.37078460024486,0,0,14.5098624120132,157.684411455608
2513,2,2513,33.9984593555253,1,1,0,1,7.24776059083812,1,1,12.9813670290462,147.803072399733
2515,2,2515,35.8192797434582,1,0,1,1,9.02978136139028,2,1,13.4729885337881,156.778733347116
2516,2,2516,32.7582663021625,1,0,1,1,7.13117873026332,0,1,12.6465149046383,157.694161469408
2518,2,2518,32.5713122819599,0,1,0,0,9.65289103828291,2,1,12.5960373191836,138.362557052778
2522,2,2522,41.603866826844,1,0,1,1,8.72911555872182,4,1,15.0348270463023,177.748981371704
2524,2,2524,33.8795322625862,0,1,0,1,8.3134516804714,0,1,12.9492567139527,130.528539561081
2525,2,2525,32.9952023902227,1,1,0,1,4.97584064839325,0,0,12.7104876484145,144.78794063793
2527,2,2527,35.1768113205115,0,1,1,1,7.28720848055227,1,0,13.2995220595925,148.824146921676
2529,2,2529,39.3320011694809,1,1,1,1,7.70149149515777,0,1,14.4214233188143,164.212254134686
2531,2,2531,33.8306526467324,0,0,1,1,8.26664003848988,0,0,12.9360592176722,137.701591918808
2550,2,2550,34.7512202366525,1,0,1,1,11.9606560149881,2,0,13.1846124669506,166.610743197426
2551,2,2551,38.0367212285122,1,1,0,1,10.1882938260121,0,0,14.0716977347527,157.433154947783
2554,2,2554,34.8058031756024,0,1,1,0,8.3802248139491,0,0,13.199349860467,142.594315960092
2555,2,2555,40.3750740733759,0,0,0,1,7.22682580949947,3,0,14.7030530028659,151.609200839578
2560,2,2560,33.2865771670514,1,0,1,0,7.89315730128652,1,1,12.7891588381583,155.115790881035
2561,2,2561,39.4566326947191,1,1,0,1,9.52570944317766,2,1,14.4550738306285,170.946553364662
2564,2,2564,32.7504391848626,1,1,1,1,7.63623174410218,0,1,12.6444015829673,150.723224453061
2570,2,2570,39.6781436034649,0,1,1,1,3.33065168492487,0,0,14.5148817759899,160.680772697533
2576,2,2576,34.7481269676751,1,0,1,1,6.16131270397659,0,0,13.1837772843267,152.573143753657
2577,2,2577,35.783442934332,0,1,0,1,10.4009200077366,1,1,13.4633125953241,145.089880181658
2578,2,2578,43.4792971069488,0,1,1,1,8.26035170679492,2,0,15.5411932219306,165.338635293489
2580,2,2580,45.2721196674633,1,0,1,1,4.28128488821236,2,0,16.0252553132695,186.851365386517
2583,2,2583,33.8172858763198,0,1,0,0,7.52616296527367,1,1,12.9324501896607,136.880834895199
2589,2,2589,38.1157803108687,0,1,0,0,7.32646600753277,0,0,14.093043686989,152.416444360401
2595,2,2595,33.7076921066109,0,0,0,1,7.16994605745925,0,0,12.9028598718394,140.291290631984
2599,2,2599,40.7682127945092,1,0,1,0,7.19632408016629,0,1,14.8092004575719,172.056712009527
2600,2,2600,33.1950557838229,0,1,1,1,8.40604294803923,0,0,12.7644480646866,133.744517112394
2603,2,2603,34.8508934411518,1,0,0,0,10.5752215245258,2,1,13.2115242321654,147.733010995869
2606,2,2606,33.1506206115863,0,0,0,1,6.43602424544021,2,1,12.7524505681827,141.020372133647
2617,2,2617,38.3462050331016,0,1,0,0,8.66394999687672,1,0,14.1552583619919,148.421134371682
2628,2,2628,34.9346359610587,1,1,1,0,8.86252885535208,0,0,13.2341347125403,156.986016594196
2630,2,2630,37.1131366599131,1,0,1,0,8.55323417814857,0,1,13.822329901231,168.869700063668
2634,2,2634,35.5757653108689,1,1,1,1,8.93444554732578,0,1,13.407239636989,155.251614659345
2637,2,2637,32.8077312219215,1,0,0,0,5.05921488229574,1,0,12.6598704329732,153.461461689226
2638,2,2638,34.7150688909452,0,1,1,0,8.00937225690466,0,1,13.1748516036096,153.379746986971
2639,2,2639,36.4791997168012,1,0,0,0,8.97935594720351,0,1,13.6511669265907,155.527837463878
2640,2,2640,37.7608314298069,0,0,1,1,8.22813656898669,2,1,13.9972074891023,159.638365654623
2643,2,2643,37.4943183345244,0,1,0,0,10.3983118448763,1,1,13.925248953376,145.196201138609
2645,2,2645,31.702089593829,0,1,1,1,7.42888711934169,0,0,12.3613471933882,139.114646346484
2647,2,2647,39.5493884858045,0,1,0,1,7.41282123496164,2,1,14.4801178942216,160.437116274929
2648,2,2648,32.0312010747073,1,0,0,0,7.81946084394336,1,0,12.4502072932254,151.640693791114
2651,2,2651,39.7251764650363,1,0,0,1,8.55288941881194,0,0,14.5275806486142,170.457572224224
2652,2,2652,33.5668707103368,1,1,0,1,8.7368848914907,0,1,12.8648380948453,154.761917911797
2657,2,2657,36.1534118575689,0,1,1,0,7.895913077362,0,0,13.563204204598,151.074371758224
2663,2,2663,32.5771884248404,1,0,1,1,7.42794528913424,0,0,12.5976238777613,151.77052381091
2669,2,2669,39.6557161212539,1,0,1,0,8.28566009193538,3,0,14.508826355793,163.777296501931
2673,2,2673,38.9515358145414,0,0,0,1,9.26534094944491,1,1,14.3186976729806,158.384315076485
2676,2,2676,39.4572281144414,0,1,0,0,8.04188426790902,0,1,14.4552345939536,161.561000858324
2678,2,2678,40.4100487211326,0,0,0,0,6.73572287368072,0,0,14.7124961577602,162.9325816204
2680,2,2680,31.1902510053659,0,0,0,1,6.91474126369228,0,0,12.2231507745032,135.265113506899
2682,2,2682,36.1592534295056,0,1,1,1,8.29939308819809,2,1,13.5647814290209,150.144406885393
2684,2,2684,34.4182565134163,1,1,1,0,6.43037365929101,2,0,13.0947122616768,157.501575753053
2686,2,2686,37.6269348481017,1,0,0,0,7.54456767881404,0,1,13.9610554120419,178.094006066967
2688,2,2688,35.6295782901855,1,1,1,1,11.2003719520956,1,0,13.4217691414045,155.716097842055
2689,2,2689,32.883015841859,0,1,0,0,3.22486557298189,0,1,12.6801972803564,141.688257206972
2690,2,2690,36.1102178209336,1,1,1,0,9.96314205326599,2,0,13.5515418147065,158.048652041512
2691,2,2691,43.7232840958127,1,0,1,1,7.96028171103788,1,0,15.6070697089238,174.689402083369
2695,2,2695,34.2844708588639,1,1,0,0,8.79965529522315,2,0,13.0585901349477,144.948689532197
2701,2,2701,43.4209393131896,1,0,0,0,7.36313879905869,0,1,15.5254366176156,178.302745767664
2705,2,2705,39.7379210554125,1,0,1,0,10.4972800888634,3,1,14.5310216880158,161.552587563599
2711,2,2711,33.544850731524,0,0,0,1,5.45656744542735,1,0,12.8588927005659,137.180990991359
2714,2,2714,36.6418209758455,1,0,0,0,10.053134483647,2,1,13.6950746665327,162.63132685576
2717,2,2717,36.0056059268874,0,1,1,1,7.44425231032051,3,0,13.523296603314,140.411661444596
2718,2,2718,34.5424847446423,0,0,0,1,8.3144010717282,1,1,13.1282538841078,150.167156940638
2728,2,2728,39.6430141535576,0,0,0,1,8.25682935252295,0,1,14.5053968245149,164.674179565494
2733,2,2733,40.534905092268,0,1,0,0,7.0554603760127,0,0,14.7462073779668,161.526798895501
2745,2,2745,38.9239015143741,1,1,0,1,6.68902155726548,2,1,14.3112364119354,160.074230013418
2752,2,2752,37.9596415390431,1,0,1,0,8.1235769691085,1,1,14.050886218596,165.482467399473
2753,2,2753,38.0441809119877,1,1,0,0,9.5606935588994,0,1,14.0737118492911,161.141973099571
2756,2,2756,33.1376236770836,1,1,1,0,6.63607244475094,1,1,12.748941395867,157.40035408212
2759,2,2759,36.7983957447184,0,0,1,0,6.3521423556792,4,1,13.7373498541284,152.673928222176
2760,2,2760,40.5222377411971,0,1,1,0,8.4173308698213,0,1,14.7427871931776,162.822052321145
2763,2,2763,38.2875667958459,0,1,0,1,5.91458647176772,0,1,14.1394260379328,162.439650155752
2769,2,2769,36.1862186303288,0,1,0,1,8.10487982850462,2,0,13.5720620332432,141.316391876535
2772,2,2772,40.1810139498192,0,1,1,1,7.64029154457146,0,0,14.6506567695056,170.852358796071
2779,2,2779,35.2086495574193,1,1,1,0,8.65568437893359,1,0,13.3081183835576,152.024983433413
2782,2,2782,32.2785017223285,1,1,0,1,5.7123867607634,0,1,12.5169784680831,147.904405497771
2795,2,2795,35.5408754592,0,0,0,0,8.2276376556656,1,0,13.3978193770384,144.14864436505
2806,2,2806,46.2537191086282,1,1,1,1,7.97405504636338,0,0,16.290287162384,182.752031870075
2809,2,2809,37.139242679377,0,0,1,1,8.67451534382016,1,1,13.8293785264862,147.859929034697
2813,2,2813,35.061334948816,1,1,0,0,7.06377678594672,2,0,13.2683434392347,155.661807344111
2815,2,2815,36.8668866028219,1,0,0,0,9.26475752998751,0,0,13.7558423858163,162.225944488273
2816,2,2816,36.9354787412413,1,1,1,1,8.01899300227764,1,0,13.7743622631896,162.256362040871
2817,2,2817,32.8152538289528,1,0,1,0,8.16727399962861,0,0,12.6619015368717,146.5027265152
2820,2,2820,32.540067039774,1,1,1,1,10.2667647567298,1,1,12.5876011037934,140.99571784771
2822,2,2822,33.7761565256492,1,1,0,0,6.91848733376887,1,1,12.9213452649797,147.593933107366
2824,2,2824,37.5000733480941,1,0,0,1,7.70812902705294,0,1,13.9268028070398,156.27564441309
2827,2,2827,34.9946072844246,1,1,0,1,9.48288577696446,2,0,13.250326969849,153.901322618432
2829,2,2829,35.2584494277213,0,1,0,1,9.64999576771091,0,0,13.3215643485392,144.115210187397
2832,2,2832,35.2588857669559,0,1,1,0,10.4815670529195,2,1,13.3216821601325,149.560757778532
2834,2,2834,31.7984777309758,0,1,0,1,6.84426903792116,4,0,12.3873719904179,131.155271512654
2835,2,2835,39.1685637253338,0,0,0,0,9.68128326238141,2,1,14.3772952088945,151.981506192175
2837,2,2837,34.9803494226443,0,0,0,0,9.42933517177806,3,0,13.2464773471684,145.18109738053
2838,2,2838,33.5517292569875,1,0,0,1,6.76822688226189,0,1,12.860749902441,161.173538612994
2845,2,2845,37.1784922200396,0,1,1,0,8.33605901014384,0,1,13.8399759024651,154.72327601037
2848,2,2848,36.736065727825,0,0,1,0,7.62399205369629,1,0,13.7205207495672,148.174582663025
2849,2,2849,37.6573732772322,1,1,0,1,10.1006715761024,1,0,13.9692737879071,162.310813115745
2851,2,2851,33.6408763151469,1,0,0,1,8.63204426375683,1,0,12.8848196081441,154.863044574858
2854,2,2854,36.2752646767678,0,1,0,0,6.29887663835319,2,0,13.5961044657817,153.301836830319
2855,2,2855,35.039784346237,1,1,1,0,5.63192961037637,1,1,13.2625247765384,166.912590237029
2856,2,2856,35.5632811716814,1,1,1,0,9.59089610447273,1,0,13.4038689194084,160.659213998328
2857,2,2857,37.0356171009941,1,0,1,0,7.7958679052688,0,0,13.8013996203228,166.027441934272
2858,2,2858,34.3782835839701,1,1,0,1,9.49742535675689,1,1,13.0839195707263,157.521344188029
2859,2,2859,35.0841807458322,1,1,0,1,9.72108096118636,0,1,13.2745118044291,160.569731109218
2863,2,2863,35.0671082470583,1,0,1,1,8.55519334200839,2,1,13.2699022297602,153.155293863307
2872,2,2872,34.1114151812994,0,0,1,1,7.39509569947266,1,1,13.0118651020052,148.151783292971
2873,2,2873,35.3880060940198,0,1,1,1,8.91055863814368,0,1,13.3565446484397,154.155046840569
2875,2,2875,31.0984864414432,0,0,1,0,8.22413287705161,0,0,12.1983743422441,130.68916164069
2876,2,2876,35.5064533830846,1,0,1,0,6.81951146788644,1,1,13.3885254164872,160.216463218084
2879,2,2879,43.4040080665014,0,1,1,0,8.58431926205187,1,0,15.5208651810098,164.807359721562
2880,2,2880,33.4958158602348,0,0,1,0,9.59007984266637,0,0,12.8456532853178,142.697458113392
2882,2,2882,39.2163222717104,0,1,1,1,8.82887899778735,0,1,14.3901900164162,158.013769171347
2884,2,2884,37.1173169823935,0,1,1,0,9.52210281912915,1,0,13.8234585883006,144.557583486779
2887,2,2887,33.9157886956208,0,0,0,0,8.96447731053311,2,0,12.959045950872,137.146184227201
2891,2,2891,37.5178114553461,0,0,1,0,6.68996063940538,0,0,13.9315920959978,150.495972259512
2892,2,2892,32.6269754024863,1,0,0,1,7.36822389310075,1,0,12.6110663617257,151.349327315811
2894,2,2894,41.299511667166,0,0,1,1,7.42633312855608,0,0,14.9526511531892,159.928600240155
2896,2,2896,35.2128118286083,0,1,1,1,8.31174278625124,1,0,13.3092421967786,140.783384225379
2898,2,2898,34.2942509949425,0,0,0,1,10.459675308968,1,0,13.0612307716889,150.918274661927
2900,2,2900,35.3866860279792,1,1,0,1,7.95910395953031,1,1,13.3561882306088,160.913744246853
2901,2,2901,39.4208680471827,0,0,0,1,7.95502223780022,3,0,14.4454173757937,154.304632744208
2903,2,2903,34.5296604610751,1,0,1,1,6.33014262313533,0,0,13.1247913275447,155.486841019313
2906,2,2906,35.5301359831717,0,0,1,1,9.17096679419576,2,0,13.3949197185108,146.35902451476
2908,2,2908,35.7748721650588,0,1,0,0,7.88781260973567,0,0,13.4609984876203,140.816872553777
2911,2,2911,37.5997420040941,0,0,0,1,5.83955673316849,0,0,13.9537133441598,157.500895667339
2912,2,2912,33.6505930533843,0,0,0,0,7.46383802180374,1,0,12.8874431274682,140.534194085675
2917,2,2917,38.3841847702435,1,0,0,0,7.83335382368455,2,1,14.1655128910201,164.518007678795
2919,2,2919,36.5523447822062,1,0,1,0,5.36837172889415,2,1,13.6709160942501,170.873074645558
2921,2,2921,37.5972630314284,1,1,1,0,8.33649082281575,1,1,13.9530440215401,167.212037020354
2924,2,2924,41.2927180910562,0,1,0,1,6.95760079635498,0,1,14.9508168876396,158.996370552339
2929,2,2929,36.1356003227177,1,0,1,1,7.51060135952871,3,0,13.5583950901882,156.570014632601
2930,2,2930,36.3962402580238,1,0,1,1,8.56504118115869,1,0,13.6287678727208,161.951826545062
2932,2,2932,36.4813086807457,1,0,0,1,6.15879572578315,1,0,13.6517363468557,149.676179467497
2935,2,2935,39.2675752512216,0,0,1,0,9.23107950071405,1,0,14.4040283208842,163.816075209168
2937,2,2937,32.5629013770461,1,0,0,0,8.39925642457399,2,0,12.5937663748569,142.862055370385
2939,2,2939,33.5639967577692,0,0,0,1,10.8386245406274,3,0,12.8640621276521,140.02660641252
2940,2,2940,36.2825314292388,1,0,0,1,10.0066367237788,0,1,13.5980664889489,162.14563293448
2941,2,2941,35.0054703201943,1,1,1,1,8.61270863973045,1,0,13.2532599895069,154.182289399015
2945,2,2945,32.8580604460048,1,1,1,1,7.97612698150918,0,1,12.6734593234757,154.678328030467
2949,2,2949,33.8531456716337,0,0,0,1,8.12686639988426,1,1,12.9421323343955,138.953588981348
2950,2,2950,33.4190234588656,1,0,0,1,8.83754131569252,1,0,12.8249193369481,151.74945400684
2951,2,2951,35.5506546954274,1,0,0,0,7.90678590683466,1,0,13.4004597708198,157.024980700368
2956,2,2956,32.3574994695591,0,1,1,1,4.1675666173968,2,1,12.5383078598354,136.392761673623
2958,2,2958,38.298656837519,1,1,1,1,7.50946805486232,0,0,14.1424203491845,163.220011958858
2959,2,2959,34.3773711790433,1,0,1,0,6.21168276207037,0,1,13.0836732213961,149.539702317315
2960,2,2960,37.8015195122792,1,1,1,0,7.92859384120771,4,0,14.0081932713698,157.928810892286
2965,2,2965,36.0247778967076,0,1,1,0,9.43877854125843,1,1,13.5284730351655,140.842479720007
2966,2,2966,34.3861950873833,1,0,1,1,6.71266662280511,0,1,13.0860556766479,163.360482223142
2967,2,2967,36.6993117066268,0,0,1,1,6.96145952147811,1,1,13.7105971638436,150.129956789449
2968,2,2968,35.6780629626142,1,1,1,0,8.68800339446727,1,0,13.4348600029602,168.320939969506
2971,2,2971,35.1038239386511,0,1,0,1,6.60340127653087,1,1,13.2798154664902,137.766617831703
2972,2,2972,39.814221434944,1,1,1,1,6.40625385407884,0,1,14.5516227904893,165.480035059051
2974,2,2974,38.7692924567763,0,0,1,1,7.99173661396867,1,1,14.269491966384,157.632267311431
2976,2,2976,33.373749808216,1,0,0,1,8.18229934203724,3,1,12.8126954512727,155.10326849364
2981,2,2981,37.9486327270449,1,0,0,0,6.9913429743016,0,0,14.0479138393565,160.745491413601
2982,2,2982,35.544300600067,1,1,1,0,5.72755103331985,1,1,13.3987441650725,151.889176115436
2985,2,2985,32.5080066163005,1,1,1,0,8.18667703334464,2,0,12.5789447894556,151.111765123647
2988,2,2988,32.8861499006286,1,1,1,0,9.63558546664931,2,1,12.6810434762241,149.090728671286
2996,2,2996,37.7159538662173,1,1,0,0,9.10520211307266,0,1,13.9850905469331,164.341402672273
2998,2,2998,34.2954298828467,0,0,0,0,7.93765695609906,2,1,13.061549071423,141.699599101116
3000,2,3000,41.0108117769815,1,0,0,1,7.14645611158215,2,1,14.8747021828394,173.982858506793
3001,2,3001,36.6566824017713,1,1,0,0,5.21400478632061,1,1,13.6990872515326,169.550016495458
3003,2,3003,39.7897086652776,0,1,1,0,8.14316008290989,1,0,14.5450043426794,157.181285132034
3005,2,3005,38.2021237575692,1,1,0,1,7.7789443357491,1,1,14.1163564175981,159.762919878803
3009,2,3009,33.5255091059708,0,1,1,0,8.65711440104089,1,0,12.8536704616665,136.002589573423
3011,2,3011,31.8767058811023,0,1,0,1,8.13086287126059,1,1,12.408493590952,141.049600967196
3013,2,3013,33.7929781487139,0,1,0,0,6.92710824933555,2,0,12.9258871032072,142.253892702608
3014,2,3014,37.1684888296928,1,1,1,1,8.06347456763828,1,0,13.8372749870714,163.015339135767
3015,2,3015,34.446647798107,1,0,1,0,9.64303452756465,2,0,13.1023779085433,152.44564196651
3018,2,3018,35.1807966133395,0,1,0,1,7.41531500886458,1,0,13.3005980886561,148.35722665596
3027,2,3027,39.9554356812532,0,1,0,1,9.0097860445005,0,0,14.5897506369928,162.856790503471
3032,2,3032,34.98996545337,0,0,1,0,8.68992711651426,2,1,13.2490736754643,139.56815884682
3033,2,3033,36.8817619026963,0,0,0,1,7.78644949264436,2,1,13.7598587167824,144.304260326087
3040,2,3040,32.5197226147023,1,1,1,1,8.22361196185423,1,1,12.582108109024,149.798318129606
3045,2,3045,33.6366284714955,0,1,1,0,6.98083243502621,0,1,12.8836726903582,137.510746987115
3050,2,3050,31.3882876442668,1,0,1,1,10.0737255139636,2,0,12.2766206670065,147.218873971656
3052,2,3052,35.771877156821,0,0,0,1,6.88940019201216,0,1,13.4601898353961,141.764454842954
3056,2,3056,43.4537073912073,1,1,0,0,7.13351142446441,1,1,15.5342839986804,182.606992575707
3057,2,3057,46.3926365568161,0,1,0,0,9.52034978840227,2,0,16.3277948733948,174.693215435865
3060,2,3060,38.4813778419606,1,1,1,0,6.03079282400558,1,0,14.1917550203838,160.70498602842
3062,2,3062,33.8603718540746,0,0,0,1,10.3737019818222,2,1,12.9440834036545,136.607849617587
3063,2,3063,37.6386451349847,0,1,1,0,7.68386136993457,0,1,13.9642171895003,152.569122446198
3066,2,3066,38.1350323277945,1,0,0,0,8.78486745967676,1,1,14.0982417315589,169.216723664028
3070,2,3070,35.5542886503625,0,1,0,0,7.38896405165931,1,0,13.4014409386523,148.467334350107
3072,2,3072,38.3354456774617,1,0,0,1,9.28848262843722,1,1,14.1523533359691,162.971268203624
3076,2,3076,40.6162166736599,0,0,1,1,9.86099374567542,1,1,14.7681615049426,158.001445519539
3081,2,3081,34.4944305789407,1,0,0,1,10.5061485449002,0,1,13.1152792593684,159.790022720495
3086,2,3086,34.0025413927743,1,0,1,1,6.65707245070775,2,1,12.9824691791035,158.085642496733
3089,2,3089,36.4902807605784,0,1,0,1,5.73125736887187,1,0,13.6541588084106,145.961015246546
3092,2,3092,35.6334943573112,0,1,1,0,9.33092495373978,3,0,13.4228264795284,143.27796258331
3093,2,3093,34.7232389514879,1,0,1,0,10.1830613202832,2,0,13.1770575199561,155.67082565261
3097,2,3097,32.7308714400687,1,0,1,1,5.47962980913095,0,1,12.639118291873,152.822167730396
3098,2,3098,32.348309514546,1,1,0,0,8.82809848278633,0,1,12.5358265719818,151.62745669551
3100,2,3100,33.0322497375049,0,1,1,0,5.40531908482697,1,1,12.7204904321807,133.687791713079
3101,2,3101,32.7625122779076,1,1,1,0,8.1662782400051,1,1,12.6476613180895,149.764235540298
3102,2,3102,33.0528729334208,0,1,1,1,9.07273598833364,1,0,12.726058695078,139.282428357821
3107,2,3107,35.8213965100927,0,1,1,1,6.79973915195782,4,0,13.4735600607794,145.177388380714
3108,2,3108,32.3408329341699,1,0,1,0,6.91891252336335,1,1,12.5338078952803,155.579735932048
3109,2,3109,35.2071727972741,1,0,0,0,8.73118697823007,0,1,13.3077196583184,166.310838874759
3111,2,3111,43.1125749830616,1,0,1,0,4.72573162901225,3,1,15.442178248481,179.411611939786
3113,2,3113,40.7112583260187,1,1,0,0,7.20803911612182,0,0,14.7938227510795,168.509621491889
3114,2,3114,38.3765330871027,0,0,0,0,9.32639810772185,2,0,14.1634469365721,155.065573163238
3116,2,3116,33.4720353240716,1,1,0,0,7.06667970149956,0,0,12.8392325405537,150.655535919048
3119,2,3119,32.477869519559,0,0,1,0,8.92124510762147,0,0,12.5708077733353,142.39068986146
3124,2,3124,33.5766976488087,0,0,1,1,8.64019860870343,1,1,12.8674913682328,146.302202434001
3125,2,3125,39.3342632539375,0,0,1,1,9.37520669046299,0,1,14.4220340816175,151.445243385707
3126,2,3126,36.8226417005191,0,0,1,0,6.51360510188454,1,0,13.7438962621946,155.737034194065
3135,2,3135,33.302459852934,1,1,1,0,6.74718522428054,3,1,12.7934471633466,157.944411296864
3140,2,3140,33.2949079778062,1,0,1,1,8.39912274179205,0,0,12.7914081570621,155.233285811091
3143,2,3143,39.3700395502097,0,1,0,0,9.56224522219434,2,0,14.431693681611,161.8101826251
3145,2,3145,36.9162555332584,1,1,1,0,7.83147541276517,2,0,13.7691719970342,171.814773890495
3148,2,3148,41.0716216489951,1,0,1,1,6.91172702094569,0,1,14.8911208482831,173.101005681501
3151,2,3151,36.9000478515819,0,1,1,0,6.40827498833629,3,1,13.7647959229815,140.795766648337
3159,2,3159,34.494765737376,0,1,1,0,7.24821721483389,2,1,13.1153697521459,149.843053215568
3164,2,3164,38.8039826899626,0,0,0,1,9.74853534591612,0,0,14.2788583293443,159.477101536341
3168,2,3168,34.6902784249338,0,0,1,1,8.24855163242425,2,1,13.1681581777865,154.876081880377
3169,2,3169,39.0681599504875,0,1,1,0,7.43571847538774,0,0,14.350186189686,157.124762835485
3171,2,3171,36.2730123600575,0,1,1,1,8.02103209234106,0,0,13.5954963402699,152.871255576743
3178,2,3178,32.7960992205602,1,1,0,1,8.09117461274341,1,0,12.6567297926057,163.455942230169
3181,2,3181,41.8017832880818,0,0,0,0,6.12711338641455,2,1,15.0882644908365,155.669662641371
3184,2,3184,36.4921917977094,1,0,0,1,6.55915676527036,0,1,13.6546747884359,157.802737552027
3185,2,3185,40.2836383016559,1,0,0,0,6.86727943043692,1,1,14.6783653445015,171.440036176576
3186,2,3186,35.2207140096556,0,0,1,0,9.11642227995453,1,0,13.3113757856614,143.424226137468
3189,2,3189,38.9840701062593,1,1,0,0,7.66820916550171,3,0,14.3274819317444,160.022508514657
3190,2,3190,32.4099714110847,1,0,1,1,9.52331104348592,1,0,12.5524752840473,145.677302249496
3192,2,3192,33.5507710055132,1,0,1,0,3.97772462271636,0,1,12.860491174543,151.51325528109
3193,2,3193,35.0648094645138,0,1,0,1,6.5015568701867,2,1,13.2692815584731,139.970359851782
3198,2,3198,34.3338611315894,0,0,1,0,7.46676342057014,0,1,13.0719255085835,140.195762191768
3200,2,3200,39.0381522452893,0,0,0,0,9.10157695940736,3,1,14.3420841092825,151.309574032588
3201,2,3201,34.4994895256898,0,0,0,1,7.66301090494268,1,0,13.1166451749906,144.691494760311
3202,2,3202,37.1737068466561,0,1,1,1,9.75825222784449,1,1,13.8386838516516,149.153438584715
3204,2,3204,40.8160455397637,1,1,1,1,10.6469814434197,0,1,14.8221152987906,173.632232971343
3210,2,3210,35.4761494342212,0,1,1,0,8.89712585994622,1,0,13.3803433502941,145.113847308231
3211,2,3211,43.303136575863,1,0,0,0,8.74756647440572,1,0,15.4936298785374,176.630754676839
3215,2,3215,40.373215493475,0,0,0,0,8.39464008286278,0,0,14.7025511862927,165.3594036652
3216,2,3216,42.3735338136099,1,0,0,1,10.6865454254622,1,1,15.2426371327291,174.522705178387
3219,2,3219,44.4833450747533,0,1,0,1,7.24551678146293,1,1,15.8122861732378,174.187083643669
3220,2,3220,31.0508670045273,1,0,0,0,8.55255158519335,1,1,12.1855170942768,150.249943139124
3226,2,3226,35.485349293056,0,1,1,0,7.04447682803634,0,0,13.3828273121795,151.377081830147
3228,2,3228,38.319154589058,1,1,0,0,6.00056753174258,0,0,14.1479547421,167.262964634312
3229,2,3229,33.9413911766313,0,1,1,0,9.06750094844055,2,0,12.9659586207449,139.44393995422
3233,2,3233,34.24533131243,0,0,1,1,8.77308829949504,0,0,13.0480224574105,143.171773613933
3239,2,3239,35.2184735281988,1,0,1,1,8.65111468508025,0,0,13.3107708556681,155.534157533941
3241,2,3241,38.8527541747269,1,0,1,1,7.98833092008603,1,1,14.2920266302307,162.295942707564
3242,2,3242,35.7554756002189,1,1,1,1,7.07996974315387,2,0,13.4557614151135,158.833529250958
3249,2,3249,35.3441037794636,0,0,1,1,7.87727740188595,1,1,13.3446910235096,142.56915182195
3254,2,3254,35.8680075451617,0,1,0,0,10.2505302365551,0,1,13.4861450402481,146.427614427672
3259,2,3259,31.5740423772765,1,0,1,0,10.6806021262629,2,1,12.326774444919,146.75696679371
3265,2,3265,35.8395430964694,0,1,1,1,7.68630303970242,2,0,13.4784596391012,154.549091949387
3266,2,3266,37.6371801282194,1,0,1,1,7.43727323990626,1,0,13.9638216376736,164.944134614305
3270,2,3270,34.5285442006306,1,1,0,0,6.86968252251621,1,0,13.1244899372247,143.785213709355
3274,2,3274,34.3842232387269,1,0,1,0,8.29274074912529,1,1,13.0855232775107,151.328890669993
3278,2,3278,38.8901139566764,1,1,1,1,8.63791622078396,0,1,14.302113771357,171.645939428229
3281,2,3281,32.2912521390356,1,1,0,1,7.18887421157374,0,0,12.520421080594,140.593698148799
3283,2,3283,35.8163317585855,0,1,1,1,7.74438302139364,3,1,13.4721925778725,143.697517113806
3287,2,3287,33.0972981036342,1,0,0,0,8.87801728346583,0,0,12.7380534910356,149.266018983552
3288,2,3288,34.1509302535547,0,1,0,1,9.35288366309848,1,0,13.0225341715142,140.715142194051
3289,2,3289,37.854223850585,1,1,1,0,10.6254483151109,1,1,14.0224234427124,175.112613961859
3297,2,3297,36.1988628515745,0,0,0,0,6.67704469025888,1,0,13.5754759729795,148.076747482488
3298,2,3298,34.3578863955857,0,1,1,1,9.2557691260855,1,1,13.0784123298626,138.150141442593
3303,2,3303,36.9477699792472,1,0,1,1,9.20878829020221,2,1,13.7776808974512,156.699846325381
3305,2,3305,38.4894650115252,1,0,1,1,8.57957057824936,1,1,14.1939385561662,168.297632421395
3311,2,3311,33.0346497158934,0,0,1,0,11.7868622484236,4,1,12.7211384263456,132.258760428458
3314,2,3314,36.9405502864513,1,1,0,0,7.55881538540222,0,1,13.7757315803963,162.500606900359
3317,2,3317,42.7098935728724,1,1,0,0,7.692712882939,1,0,15.3334542677299,180.311001754977
3318,2,3318,34.6026824262057,0,1,1,0,9.48602163580726,0,1,13.1445072581299,139.300577942493
3323,2,3323,36.0650595994925,1,1,1,1,6.48308322094867,0,0,13.5393490949174,160.112708885379
